batter_name_id,batter,batter_name_new,pitch,pa,ab,game_year,out_zone_swing%,zone_swing%,swing%,zone%,out_zone_contact%,zone_contact%,contact%,first_pitch_strike%,first_pitch_swing%,swstr%,cstr%,csw%,out_zone_swing%_std,zone_swing%_std,swing%_std,out_zone_contact%_std,zone_contact%_std,contact%_std,first_pitch_swing%_std,swstr%_std,cstr%_std,csw%_std,out_zone_swing%_std_percentile,zone_swing%_std_percentile,swing%_std_percentile,out_zone_contact%_std_percentile,zone_contact%_std_percentile,contact%_std_percentile,first_pitch_swing%_std_percentile,swstr%_std_percentile,cstr%_std_percentile,csw%_std_percentile
Robinson Canó_429664_2015,429664,Robinson Canó,2444,672,622,2015,32.8,70.8,49.8,44.7,66.0,89.4,80.9,46.4,28.6,9.5,14.7,24.3,0.14139292840958895,0.4613772015629052,0.14655276243276508,0.5503520655129741,0.5131100194364362,0.45727618814215987,-0.06151338895151447,-0.36787083390325004,-0.5104033835881832,-0.6723951757702828,40,75,61,72,75,72,48,68,24,13
Robinson Chirinos_455139_2015,455139,Robinson Chirinos,1102,271,231,2015,23.6,63.4,43.2,49.3,62.1,84.3,78.2,52.4,21.2,9.4,18.8,28.2,-0.4434272343063756,-0.04159304637993885,-0.4245097398480084,0.3983196097410587,0.24266462408135625,0.30221080610258627,-0.4744341805361818,-0.37872337849317217,-0.08627035344523067,-0.3535745311838205,77,41,25,63,53,63,26,69,56,37
Rocky Gale_502570_2015,502570,Rocky Gale,28,10,10,2015,50.0,83.3,64.3,42.9,50.0,90.0,72.2,70.0,70.0,17.9,10.7,28.6,1.23475236305248,1.3109891068717634,1.4011597750193139,-0.07337082996155095,0.5449271247723276,-0.042378931763132406,2.248611039643786,0.543742911650213,-0.9241917056788683,-0.32087497789290104,9,95,94,36,77,39,97,19,7,41
Ronald Belisario_430613_2015,430613,Ronald Belisario,5,1,1,2015,0.0,66.7,40.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,20.0,20.0,-1.9436180864908073,0.18270449662160004,-0.7013885288326264,-2.0225048783194417,1.075212213703856,1.5542201870146974,-1.6573964483192825,-1.3988625699458572,0.03786614318197482,-1.0239153736476647,96,56,14,7,94,96,6,96,65,5
Ronald Torreyes_591720_2015,591720,Ronald Torreyes,25,8,6,2015,28.6,72.7,48.0,44.0,50.0,75.0,66.7,50.0,37.5,16.0,16.0,32.0,-0.1255901893520469,0.590518211169852,-0.009191556371082136,-0.07337082996155095,-0.25050050862496503,-0.3582528581400412,0.43510756308950416,0.3375445644416918,-0.3759221789087104,-0.0429287749200877,58,80,51,36,23,23,74,26,34,62
Ross Detwiler_446321_2015,446321,Ross Detwiler,6,1,1,2015,0.0,33.3,16.7,50.0,0.0,0.0,0.0,0.0,0.0,16.7,33.3,50.0,-1.9436180864908073,-2.0874585143636697,-2.7174122111268737,-2.0225048783194417,-4.227638675611428,-4.188942110747281,-1.6573964483192825,0.413512376571147,1.4137123141335028,1.4285511231712777,96,4,2,7,2,2,6,23,93,92
Rougned Odor_596059_2015,596059,Rougned Odor,1748,466,424,2015,34.4,65.1,48.3,45.3,69.0,89.1,81.3,45.9,25.7,9.0,16.7,25.7,0.2431007827949742,0.07395417274206559,0.016765830096225526,0.6673001084144475,0.49720146676848975,0.4802488373332073,-0.22333369916712742,-0.4221335568528609,-0.3035092225428405,-0.5579467392520656,33,49,53,79,74,74,40,72,40,20
Rubby De La Rosa_523989_2015,523989,Rubby De La Rosa,225,68,64,2015,47.9,51.1,49.8,58.2,51.1,80.6,68.8,54.4,29.4,15.6,28.9,44.4,1.1012608041716616,-0.8776111612038552,0.14655276243276508,-0.030489880897677294,0.046459141176690574,-0.23764644988703998,-0.016873303374793848,0.29413438608200304,0.9585451598337492,0.9707573770984084,11,13,61,39,38,29,50,28,90,88
Rubén Tejada_514913_2015,514913,Rubén Tejada,1549,405,358,2015,26.2,75.5,50.4,49.0,59.9,85.9,79.0,49.1,33.4,10.6,13.2,23.8,-0.27815197093012484,0.7808312779590361,0.198467535367381,0.31255771161331136,0.32751023831040127,0.348156104484682,0.20632712450881005,-0.24849284341410607,-0.66557400437219,-0.7132696173839319,67,88,68,57,61,66,65,58,14,11
Rusney Castillo_628329_2015,628329,Rusney Castillo,1038,289,273,2015,35.0,69.6,51.8,48.6,61.5,84.0,76.2,54.5,33.1,12.3,16.2,28.5,0.28124122818949376,0.3798144586532546,0.3196020055481511,0.3749300011607639,0.22675607141341056,0.18734756014734671,0.18958709241753993,-0.06399958538542887,-0.3552327628041762,-0.329049866215631,31,70,73,62,52,54,61,47,35,39
Russell Martin_431145_2015,431145,Russell Martin,2109,506,440,2015,21.2,59.5,41.0,51.7,54.6,83.8,76.5,47.2,27.3,9.6,19.0,28.6,-0.5959890158844535,-0.30667196083630255,-0.6148639072749333,0.10594950248737506,0.21615036963477982,0.2045770470406325,-0.13405352801368578,-0.3570182893133279,-0.06558093734069648,-0.32087497789290104,83,27,16,46,50,56,45,67,58,41
Ryan Braun_460075_2015,460075,Ryan Braun,2141,566,505,2015,36.8,67.9,50.3,43.3,65.2,85.4,77.0,48.4,38.6,11.5,14.3,25.9,0.3956625643730519,0.26426723953125064,0.18981507321161156,0.5191659207392479,0.3009959838638248,0.2332928585294424,0.4964876807574953,-0.1508199421048064,-0.5517822157972515,-0.5415969626066061,26,62,67,70,59,58,76,52,21,21
Ryan Brett_592166_2015,592166,Ryan Brett,20,4,3,2015,0.0,77.8,35.0,45.0,0.0,71.4,71.4,25.0,0.0,10.0,10.0,20.0,-1.9436180864908073,0.9371598685358659,-1.1340116366210915,-2.0225048783194417,-0.441403140640315,-0.08832423014522807,-1.6573964483192825,-0.3136081109536391,-0.9966046620447382,-1.0239153736476647,96,91,7,7,17,36,6,64,5,5
Ryan Flaherty_475247_2015,475247,Ryan Flaherty,1148,299,265,2015,28.6,64.6,45.5,47.0,59.8,82.5,74.9,49.8,34.6,11.4,16.9,28.3,-0.1255901893520469,0.03996969652971125,-0.2255031102653147,0.3086594435165955,0.14721330807368127,0.11268645027644117,0.2732872528738914,-0.16167248669472853,-0.28281980643830634,-0.34539964286109054,58,47,38,57,45,48,67,52,42,38
Ryan Goins_572365_2015,572365,Ryan Goins,1613,427,376,2015,28.8,60.2,43.5,46.6,69.0,88.3,81.5,49.0,29.6,8.1,20.4,28.5,-0.1128767075538738,-0.2590936941390063,-0.3985523533807008,0.6673001084144475,0.45477865965396763,0.4917351619287314,-0.005713281980613493,-0.5198064581621606,0.0792449753910432,-0.329049866215631,57,29,27,79,72,74,51,76,69,39
Ryan Hanigan_452672_2015,452672,Ryan Hanigan,847,200,174,2015,20.3,60.4,42.4,55.1,66.2,87.6,83.0,61.4,26.7,7.2,21.6,28.8,-0.6531996839762326,-0.24549990365406485,-0.49372943709416317,0.5581486017064058,0.4176587034287605,0.577882596395161,-0.16753359219622643,-0.6174793594714602,0.20338147201824905,-0.3045252012474415,85,30,22,72,69,79,43,81,74,43
Ryan Howard_429667_2015,429667,Ryan Howard,1897,501,466,2015,37.2,77.6,54.6,43.1,47.1,81.4,68.1,43.7,39.9,17.4,10.1,27.5,0.4210895279693986,0.9235660780509238,0.561870945909692,-0.18642060476630856,0.08888194829121346,-0.277848585971374,0.5690278198196664,0.48948018870060217,-0.986259953992471,-0.41079874944292905,25,90,82,31,41,28,78,21,6,32
Ryan Jackson_474249_2015,474249,Ryan Jackson,48,14,9,2015,25.0,70.8,47.9,50.0,83.3,70.6,73.9,35.7,35.7,12.5,20.8,33.3,-0.35443286171916366,0.4613772015629052,-0.017844018526851562,1.224752446244804,-0.48382594775483784,0.05525482729882139,0.33466737054188256,-0.04229449620558458,0.12062380760011193,0.06334477327539957,72,75,50,93,16,45,70,45,71,68
Ryan LaMarre_534606_2015,534606,Ryan LaMarre,95,26,25,2015,44.7,75.0,60.0,50.5,42.9,83.3,68.4,65.4,53.8,18.9,17.9,36.8,0.8978450954008916,0.7468468017466817,1.029103902321234,-0.35014786482837146,0.1896361151882034,-0.2606190990780874,1.34464930671519,0.6522683575494349,-0.17937272591563505,0.34946586457094286,13,86,90,24,48,28,94,16,50,77
Ryan Lavarnway_543432_2015,543432,Ryan Lavarnway,416,106,94,2015,25.6,65.0,44.2,47.4,50.0,80.5,71.2,48.1,25.5,12.7,17.5,30.3,-0.3162924163246441,0.0671572774995951,-0.33798511829031536,-0.07337082996155095,0.041156290287375594,-0.09981055474075219,-0.23449372056130757,-0.020589407025740292,-0.22075155812470343,-0.18190187640649438,69,49,30,36,37,36,39,43,47,53
Ryan Lollis_489067_2015,489067,Ryan Lollis,51,13,12,2015,31.0,72.7,49.0,43.1,88.9,100.0,96.0,46.2,23.1,2.0,13.7,15.7,0.026971592226030783,0.590518211169852,0.07733306518661089,1.4430554596608882,1.075212213703856,1.3244936951042183,-0.36841397729146985,-1.1818116781474137,-0.6138504641108544,-1.3754355715250464,47,80,58,94,94,92,31,91,17,3
Ryan Raburn_430605_2015,430605,Ryan Raburn,851,201,173,2015,17.9,67.2,42.7,50.2,52.6,81.5,75.5,49.3,25.4,10.5,16.6,27.0,-0.8057614655543105,0.21668897283395436,-0.4677720506268549,0.027984140553059426,0.09418479918052844,0.1471454240630127,-0.24007373125839776,-0.25934538800402823,-0.31385393059510747,-0.4516731910565781,88,59,23,42,41,52,39,59,38,29
Ryan Rua_607387_2015,607387,Ryan Rua,341,86,83,2015,33.1,63.3,47.8,48.7,53.4,74.3,66.9,58.1,36.0,15.8,20.2,36.1,0.16046315110684894,-0.04838994162240982,-0.026496480682620987,0.05917028532678557,-0.2876204648501722,-0.3467665335445171,0.3514074026331527,0.3158394752618475,0.058555559286509004,0.2922416463118345,40,40,50,44,21,25,71,27,67,76
Ryan Strausborger_595005_2015,595005,Ryan Strausborger,194,51,45,2015,33.3,65.2,48.5,47.4,70.6,73.3,72.3,53.8,28.8,13.4,19.1,32.5,0.1731766329050218,0.08075106798453703,0.03407075440776438,0.7296723979618998,-0.34064897374332503,-0.03663576946537075,-0.050353367557334314,0.0553784051037151,-0.0552362292884292,-0.002054333306438662,38,50,54,82,19,39,49,39,59,64
Ryan Vogelsong_285064_2015,285064,Ryan Vogelsong,154,45,36,2015,37.3,53.2,45.5,51.3,57.1,83.3,72.9,66.7,35.6,12.3,26.6,39.0,0.42744626886848475,-0.734876361111967,-0.2255031102653147,0.2034062049052696,0.1896361151882034,-0.0021767956787983917,0.32908735984479237,-0.06399958538542887,0.7206168746316055,0.5293134076709989,25,15,38,51,48,40,69,47,87,82
Ryan Weber_543901_2015,543901,Ryan Weber,41,10,10,2015,43.8,60.0,53.7,61.0,42.9,73.3,63.6,70.0,30.0,19.5,24.4,43.9,0.8406344273091121,-0.2726874846239482,0.48399878650776834,-0.35014786482837146,-0.34064897374332503,-0.5362908893706626,0.01660676080774682,0.7173836250889681,0.49303329748172836,0.9298829354847593,14,28,79,24,19,17,52,15,82,87
Ryan Zimmerman_475582_2015,475582,Ryan Zimmerman,1544,388,344,2015,27.7,56.7,41.2,46.5,61.6,88.0,78.5,50.6,19.0,8.9,21.6,30.5,-0.1828008574438262,-0.49698502762548663,-0.5975589829633945,0.37882826925747975,0.4388701069860219,0.31944029299587207,-0.5971944158721639,-0.4329861014427831,0.20338147201824905,-0.16555209976103483,62,18,17,62,70,64,23,72,74,54
Salvador Perez_521692_2015,521692,Salvador Perez,1840,552,530,2015,42.8,67.5,53.9,44.8,71.4,90.1,81.9,45.9,28.8,9.7,15.6,25.3,0.7770670183182463,0.23707965856136676,0.5013037108193066,0.7608585427356265,0.5502299756616426,0.5147078111197797,-0.050353367557334314,-0.3461657447234057,-0.4173010111177789,-0.5906462925429847,15,60,80,83,78,76,49,67,31,18
Sam Fuld_453539_2015,453539,Sam Fuld,1325,325,290,2015,21.2,53.0,36.8,49.1,61.5,93.6,84.2,50.6,11.7,5.8,24.5,30.3,-0.5959890158844535,-0.7484701515969089,-0.9782673178172443,0.3749300011607639,0.7358297567876776,0.646800543968305,-1.0045351967597411,-0.7694149837303708,0.5033780055339957,-0.18190187640649438,83,14,9,62,86,83,13,87,82,53
Sam LeCure_459967_2015,459967,Sam LeCure,4,1,1,2015,0.0,66.7,50.0,75.0,0.0,100.0,100.0,100.0,0.0,0.0,25.0,25.0,-1.9436180864908073,0.18270449662160004,0.16385768674430393,-2.0225048783194417,1.075212213703856,1.5542201870146974,-1.6573964483192825,-1.3988625699458572,0.5551015457953313,-0.6151709575111742,96,56,64,7,94,96,6,96,84,16
Sammy Solís_519301_2015,519301,Sammy Solís,7,2,2,2015,20.0,50.0,28.6,28.6,100.0,100.0,100.0,50.0,0.0,0.0,28.6,28.6,-0.6722699066734924,-0.9523770088710348,-1.6877692145903267,1.8757632183963397,1.075212213703856,1.5542201870146974,-1.6573964483192825,-1.3988625699458572,0.9275110356769481,-0.32087497789290104,86,11,4,97,94,96,6,96,89,41
Sandy León_506702_2015,506702,Sandy León,502,128,114,2015,29.4,57.2,44.0,52.6,77.1,86.8,83.7,43.0,21.9,7.2,20.5,27.7,-0.07473626215935449,-0.4630005514131323,-0.35529004260185426,0.9830598242484255,0.37523589631423837,0.6180847324794951,-0.43537410565655116,-0.6174793594714602,0.08958968344331047,-0.3944489727974695,55,21,29,89,66,82,28,81,69,34
Scooter Gennett_571697_2015,571697,Scooter Gennett,1367,389,373,2015,40.7,75.0,56.3,45.4,69.4,89.9,81.8,49.5,38.7,10.2,13.9,24.1,0.6435754594374287,0.7468468017466817,0.7089628025577698,0.6828931808013109,0.5396242738830126,0.5089646488220172,0.5020676914545855,-0.29190302177379485,-0.5931610480063201,-0.6887449524157424,18,86,84,80,77,75,77,62,19,12
Scott Baker_435044_2015,435044,Scott Baker,17,4,3,2015,57.1,70.0,64.7,58.8,50.0,85.7,72.7,75.0,50.0,17.6,11.8,29.4,1.6860809668876267,0.4070020396231384,1.4357696236423916,-0.07337082996155095,0.31690453653177053,-0.013663120274322512,1.1326089002257664,0.5111852778804469,-0.8103999171039298,-0.2554758713110628,5,72,94,36,60,40,91,20,10,47
Scott Copeland_571577_2015,571577,Scott Copeland,6,1,1,2015,0.0,40.0,33.3,83.3,0.0,50.0,50.0,0.0,0.0,16.7,33.3,50.0,-1.9436180864908073,-1.6320665331181214,-1.2811034932691698,-2.0225048783194417,-1.5762132309537862,-1.3173609618662918,-1.6573964483192825,0.413512376571147,1.4137123141335028,1.4285511231712777,96,5,6,7,6,7,6,23,93,92
Scott Feldman_444857_2015,444857,Scott Feldman,10,2,2,2015,57.1,66.7,60.0,30.0,50.0,50.0,50.0,50.0,50.0,30.0,10.0,40.0,1.6860809668876267,0.18270449662160004,1.029103902321234,-0.07337082996155095,-1.5762132309537862,-1.3173609618662918,1.1326089002257664,1.8569008070307975,-0.9966046620447382,0.6110622908982969,5,56,90,36,6,7,91,5,5,83
Scott Kazmir_431148_2015,431148,Scott Kazmir,15,4,4,2015,50.0,44.4,46.7,60.0,33.3,50.0,42.9,100.0,50.0,26.7,33.3,60.0,1.23475236305248,-1.3330031424494035,-0.12167356439608282,-0.7243816021130866,-1.5762132309537862,-1.7251254850073923,1.1326089002257664,1.4987668355633652,1.4137123141335028,2.2460399554442585,9,7,44,18,6,5,91,6,93,96
Scott Schebler_594988_2015,594988,Scott Schebler,148,40,36,2015,38.4,69.4,51.4,41.9,36.4,86.0,64.5,42.5,45.0,18.2,13.5,31.8,0.4973704187584372,0.3662206681683136,0.284992156925074,-0.6035352911148972,0.33281308919971625,-0.4846024286908049,0.8536083653712615,0.5763005454199797,-0.6345398802153887,-0.05927855156554726,22,69,71,20,62,18,86,18,16,62
Scott Van Slyke_475100_2015,475100,Scott Van Slyke,949,253,222,2015,26.8,68.8,46.8,47.6,51.1,80.4,71.6,46.0,30.6,13.3,15.7,29.0,-0.24001152553560529,0.3254392967134878,-0.11302110224031402,-0.030489880897677294,0.03585343939806061,-0.07683790554970477,0.050086824990287486,0.04452586051379295,-0.40695630306551184,-0.2881754246019819,64,66,45,39,37,37,54,40,31,45
Sean Gilmartin_543219_2015,543219,Sean Gilmartin,26,6,6,2015,20.0,56.2,42.3,61.5,0.0,77.8,63.6,50.0,0.0,15.4,30.8,46.2,-0.6722699066734924,-0.5309695038378409,-0.5023818992499326,-2.0225048783194417,-0.10202068372413724,-0.5362908893706626,-1.6573964483192825,0.2724292969021587,1.155094612826825,1.1179053669075452,86,17,21,7,29,17,6,29,91,90
Sean O'Sullivan_457711_2015,457711,Sean O'Sullivan,99,23,20,2015,32.7,56.0,44.4,50.5,56.2,82.1,72.7,52.2,26.1,12.1,23.2,35.4,0.13503618751050273,-0.5445632943227828,-0.3206801939787772,0.1683217920348276,0.12600190451641985,-0.013663120274322512,-0.20101365637876692,-0.08570467456527335,0.3688968008545229,0.23501742805272566,41,17,32,49,44,40,42,48,79,73
Sean Rodríguez_446481_2015,446481,Sean Rodríguez,847,240,224,2015,35.6,74.2,54.5,49.0,52.6,80.2,71.0,49.2,40.4,15.8,13.8,29.6,0.31938167358401326,0.6924716398069151,0.5532184837539226,0.027984140553059426,0.025247737619429892,-0.1112968793362763,0.5969278733051169,0.3158394752618475,-0.6035057560585871,-0.23912609466560297,29,84,81,42,37,35,80,27,18,49
Sergio Romo_489265_2015,489265,Sergio Romo,7,2,2,2015,20.0,0.0,14.3,28.6,100.0,0.0,100.0,50.0,0.0,0.0,57.1,57.1,-0.6722699066734924,-4.350824630106468,-2.925071302865337,1.8757632183963397,-4.227638675611428,1.5542201870146974,-1.6573964483192825,-1.3988625699458572,3.8757528305730804,2.008968194085094,86,1,2,97,2,96,6,96,99,95
Seth Maness_595307_2015,595307,Seth Maness,7,3,3,2015,100.0,100.0,100.0,42.9,0.0,33.3,14.3,66.7,100.0,85.7,0.0,85.7,4.413122812595767,2.4460706123643985,4.490088764628955,-2.0225048783194417,-2.461789329469439,-3.367669902167318,3.9226142487708153,7.901768143617452,-2.0310754672714513,4.346986254385819,2,98,99,7,4,3,99,2,2,99
Seth Smith_452234_2015,452234,Seth Smith,1903,450,394,2015,24.6,58.3,40.0,45.8,55.5,81.7,73.0,48.8,18.5,10.8,20.2,31.1,-0.3798598253155099,-0.38823470374595315,-0.7013885288326264,0.14103391535781704,0.10479050095915915,0.00356636661896326,-0.6250944693576144,-0.2267877542342616,0.058555559286509004,-0.11650276982465586,74,24,14,47,42,41,22,57,67,57
Severino González_605894_2015,605894,Severino González,40,12,10,2015,31.2,62.5,50.0,60.0,40.0,60.0,55.0,75.0,25.0,22.5,22.5,45.0,0.03968507402420389,-0.10276510356217655,0.16385768674430393,-0.4631976396331291,-1.0459281420222577,-1.0302028469781928,-0.26239377404675807,1.0429599627866335,0.29648384448865306,1.0198067070347874,47,37,64,22,9,10,37,10,77,89
Shane Greene_572888_2015,572888,Shane Greene,21,5,5,2015,30.0,63.6,47.6,52.4,0.0,42.9,30.0,80.0,20.0,33.3,23.8,57.1,-0.036595816764834956,-0.027999255894996924,-0.04380140499415922,-2.0225048783194417,-1.9527156440951714,-2.4659934214186876,-0.5413943089012629,2.215034778498229,0.43096504916812584,2.008968194085094,51,42,49,7,5,4,24,4,81,95
Shane Peterson_451089_2015,451089,Shane Peterson,898,223,199,2015,25.3,69.5,46.0,46.8,59.5,80.8,74.6,44.4,35.6,11.7,15.9,27.6,-0.3353626390219039,0.37301756341078407,-0.18224079948646818,0.2969646392264483,0.0570648429553213,0.09545696338315458,0.32908735984479237,-0.1291148529249621,-0.38626688696097744,-0.40262386112019916,71,70,41,56,38,47,69,50,33,33
Shane Robinson_453203_2015,453203,Shane Robinson,730,197,180,2015,31.7,65.4,48.5,49.9,77.6,87.4,84.2,48.7,32.5,7.7,18.4,26.0,0.07146877851963676,0.09434485846947896,0.03407075440776438,1.0025511647320045,0.40705300165013053,0.646800543968305,0.15610702823499925,-0.5632166365218493,-0.1276491856542994,-0.5334220742838762,45,51,54,90,68,83,59,78,54,22
Shane Victorino_425664_2015,425664,Shane Victorino,774,202,176,2015,29.2,52.7,40.4,47.8,67.8,90.3,81.8,52.0,9.3,7.4,24.4,31.8,-0.0874497439575276,-0.7688608373243213,-0.6667786802095492,0.620520891253858,0.5608356774402733,0.5089646488220172,-1.1384554534899034,-0.5957742702916158,0.49303329748172836,-0.05927855156554726,55,14,15,77,79,75,12,80,82,62
Shawn O'Malley_502523_2015,502523,Shawn O'Malley,215,57,42,2015,19.0,50.5,33.5,46.0,50.0,80.0,70.8,33.3,22.8,9.8,19.1,28.8,-0.7358373156643581,-0.9183925326586805,-1.263798568957631,-0.07337082996155095,0.014642035840799171,-0.12278320393180042,-0.3851540093827402,-0.3353132001334834,-0.0552362292884292,-0.3045252012474415,87,13,7,36,35,35,30,66,59,43
Shelby Miller_571946_2015,571946,Shelby Miller,269,70,55,2015,29.5,57.1,44.6,54.6,44.4,75.0,65.8,65.7,30.0,15.2,20.8,36.1,-0.06837952126026783,-0.46979744665560325,-0.3033752696672383,-0.29167384337763474,-0.25050050862496503,-0.4099413188198993,0.01660676080774682,0.25072420772231424,0.12062380760011193,0.2922416463118345,54,20,33,26,23,21,52,31,71,76
Shin-Soo Choo_425783_2015,425783,Shin-Soo Choo,2605,652,554,2015,23.2,62.5,41.9,47.5,58.2,79.0,73.0,48.9,22.6,11.3,18.0,29.3,-0.46885419790272204,-0.10276510356217655,-0.5369917478730097,0.24628715396914325,-0.038386473052353674,0.00356636661896326,-0.39631403077692035,-0.1725250312846507,-0.16902801786336777,-0.2636507596337925,78,37,19,54,32,41,29,53,51,47
Skip Schumaker_435401_2015,435401,Skip Schumaker,1051,265,242,2015,30.4,68.1,48.3,47.5,72.0,84.1,80.1,51.3,25.1,9.6,18.6,28.2,-0.01116885316848875,0.27786103001619156,0.016765830096225526,0.784248151315921,0.23205892230272554,0.4113308897600634,-0.2568137633496679,-0.3570182893133279,-0.10695976954976485,-0.3535745311838205,50,63,53,84,52,70,38,67,55,37
Slade Heathcott_571761_2015,571761,Slade Heathcott,111,28,25,2015,18.2,73.2,45.9,50.5,40.0,85.4,76.5,56.7,43.3,10.8,14.4,25.2,-0.7866912428570507,0.6245026873822064,-0.1908932616422376,-0.4631976396331291,0.3009959838638248,0.2045770470406325,0.7587481835207296,-0.2267877542342616,-0.5414375077449844,-0.5988211808657147,88,81,40,22,59,56,84,57,22,18
Sonny Gray_543243_2015,543243,Sonny Gray,19,6,6,2015,14.3,41.7,31.6,63.2,0.0,60.0,50.0,83.3,50.0,15.8,47.4,63.2,-1.034604137921427,-1.5165193139961166,-1.4281953499172477,-2.0225048783194417,-1.0459281420222577,-1.3173609618662918,1.1326089002257664,0.3158394752618475,2.872316149503168,2.5076363817716127,90,6,5,7,9,7,91,27,97,97
Starlin Castro_516770_2015,516770,Starlin Castro,2135,577,546,2015,32.8,65.6,48.7,48.4,65.7,88.1,80.3,46.3,23.7,9.6,17.8,27.4,0.14139292840958895,0.10793864895441992,0.05137567871930323,0.5386572612228269,0.4441729578753369,0.4228172143555875,-0.3349339131089294,-0.3570182893133279,-0.18971743396790197,-0.418973637765659,40,51,56,71,71,71,33,67,49,32
Starling Marte_516782_2015,516782,Starling Marte,2278,631,577,2015,39.5,76.4,57.1,47.7,56.5,83.7,73.9,56.6,41.7,14.9,12.1,27.0,0.5672945686483896,0.8420033351412742,0.7781824998039245,0.18001659632497485,0.21084751874546484,0.05525482729882139,0.6694680123672884,0.21816657395254782,-0.7793657929471285,-0.4516731910565781,20,89,86,50,50,45,82,32,10,29
Stefen Romero_552662_2015,552662,Stefen Romero,113,24,21,2015,23.4,67.3,42.5,43.4,66.7,81.8,77.1,54.2,29.2,9.7,15.9,25.7,-0.4561407161045489,0.22348586807642484,-0.48507697493839375,0.5776399421899846,0.11009335184847414,0.23903602082720404,-0.028033324768974,-0.3461657447234057,-0.38626688696097744,-0.5579467392520656,78,60,22,74,43,58,50,67,33,20
Stephen Drew_452220_2015,452220,Stephen Drew,1661,427,382,2015,23.7,60.6,41.4,48.1,69.6,90.5,84.3,47.9,18.5,6.5,19.6,26.1,-0.43707049340728915,-0.2319061131691229,-0.5802540586518562,0.690689716994742,0.571441379218904,0.6525437062660666,-0.6250944693576144,-0.6934471716009155,-0.003512689027093551,-0.5252471859611463,76,30,18,80,79,83,22,85,62,23
Stephen Piscotty_572039_2015,572039,Stephen Piscotty,985,255,232,2015,28.7,72.0,49.9,49.0,59.0,83.6,76.4,47.1,41.6,11.8,14.3,26.1,-0.11923344845296047,0.5429399444725558,0.1552052245885345,0.27747329874286936,0.2055446678561491,0.19883388474287084,0.6638880016701982,-0.11826230833503977,-0.5517822157972515,-0.5252471859611463,57,79,62,55,49,55,82,50,21,23
Stephen Strasburg_544931_2015,544931,Stephen Strasburg,179,46,38,2015,28.6,52.0,41.9,57.0,45.5,86.8,74.7,63.0,23.9,10.6,29.6,40.2,-0.1255901893520469,-0.8164391040216176,-0.5369917478730097,-0.24879289431376111,0.37523589631423837,0.10120012568091706,-0.32377389171474924,-0.24849284341410607,1.0309581161996195,0.6274120675437568,58,14,19,28,66,47,33,58,90,84
Stephen Vogt_519390_2015,519390,Stephen Vogt,2102,506,440,2015,29.0,57.6,41.2,42.7,69.9,89.4,81.5,49.9,15.2,7.6,20.2,27.8,-0.10016322575570069,-0.4358129704432489,-0.5975589829633945,0.7023845212848898,0.5131100194364362,0.4917351619287314,-0.8092348223615876,-0.5740691811117715,0.058555559286509004,-0.3862740844747396,56,22,17,81,75,74,17,79,67,35
Steve Clevenger_502182_2015,502182,Steve Clevenger,361,104,100,2015,34.4,69.6,52.1,50.1,79.0,88.1,85.1,48.6,40.0,7.8,16.3,24.1,0.2431007827949742,0.3798144586532546,0.3455593920154594,1.0571269180860257,0.4441729578753369,0.6984890046481623,0.5746078305167566,-0.5523640919319271,-0.3448880547519089,-0.6887449524157424,33,70,74,91,71,84,79,78,36,12
Steve Lombardozzi Jr._543459_2015,543459,Steve Lombardozzi Jr.,38,11,10,2015,44.4,60.0,52.6,52.6,37.5,91.7,70.0,72.7,27.3,15.8,18.4,34.2,0.8787748727036316,-0.2726874846239482,0.3888217027943059,-0.5606543420510236,0.6350755898906876,-0.16872850231389608,-0.13405352801368578,0.3158394752618475,-0.1276491856542994,0.13691876817996831,14,28,76,21,83,33,45,27,54,71
Steve Pearce_456665_2015,456665,Steve Pearce,1215,324,293,2015,26.2,68.2,47.3,50.3,60.1,84.2,77.6,45.1,28.7,10.6,16.6,27.2,-0.27815197093012484,0.284657925258663,-0.0697587914614675,0.32035424780674304,0.23736177319204127,0.26775183231601396,-0.05593337825442449,-0.24849284341410607,-0.31385393059510747,-0.43532341441111855,67,64,47,59,53,61,48,58,38,30
Steve Tolleson_476270_2015,476270,Steve Tolleson,142,44,40,2015,26.6,56.4,43.0,54.9,64.7,90.9,83.6,47.8,34.8,7.0,23.2,30.3,-0.2527250073337784,-0.5173757133528994,-0.44181466415954723,0.499674580255669,0.5926527827761655,0.6123415701817326,0.28444727426807137,-0.6391844486513045,0.3688968008545229,-0.18190187640649438,65,18,24,69,81,81,67,83,79,53
Steven Baron_571467_2015,571467,Steven Baron,31,11,11,2015,28.6,58.8,45.2,54.8,50.0,100.0,85.7,54.5,54.5,6.5,25.8,32.3,-0.1255901893520469,-0.3542502275335988,-0.2514604967326224,-0.07337082996155095,1.075212213703856,0.7329479784347347,1.3837093815948207,-0.6934471716009155,0.6378592102134684,-0.01840410995189851,58,25,36,36,94,85,95,85,86,64
Steven Matz_571927_2015,571927,Steven Matz,55,14,14,2015,20.0,73.3,49.1,54.5,60.0,86.4,81.5,35.7,14.3,9.1,14.5,23.6,-0.6722699066734924,0.6312995826246768,0.08598552734238031,0.3164559797100272,0.35402449275697767,0.4917351619287314,-0.8594549186353985,-0.4112810122629388,-0.5310927996927173,-0.7296193940293915,86,82,58,58,63,74,16,71,23,10
